	no match	probability was too low
посл.мономах	no match	probability was too low
посл.мономах.венце	Посл.Мономах.венце	100
посл.никифора	no match	probability was too low
посл.нифонту	no match	probability was too low
посл.памф	Посл.Памф.	100
посл.парф.юр	Посл.Парф.Юр.	100
посл.прох	no match	probability was too low
посл.с.шаховского	Посл.С.Шаховского	100
посл.с.шаховского д.пожарскому	Посл.С.Шаховского Д.Пожарскому	100
посл.с.шаховского д.пожарскому	Посл.С.Шаховского Д.Пожарскому	100
посл.сав	Посл.Сав.	100
посл.серап.новг	Посл.Серап.Новг.	100
посл.стеф	no match	probability was too low
посл.стефана	Посл.Стефана	100
посл.филоф	Посл.Филоф.	100
посл.фялоф	no match	probability was too low
посл.ю.крижанича	Посл.Ю.Крижанича	100
посл.двор недругу	Посл.двор.недругу	100
посл.двор.недругу	Посл.двор.недругу	100
посл.к ив.гр	Посл. к Ив.Гр.	96
посл.м.фот.д	no match	probability was too low
посл.о хабува	no match	probability was too low
посл.о хабуве	Посл.о хабуве	100
посл.осудит	Посл.осудит.	100
посл.бегичева	Посл.Бегичева	100
посл.дм.герасимова	Посл.Дм.Герасимова	100
посл.карпова мт.дан	Посл.Карпова мт.Дан.	100
посл.карпова мт.дан	Посл.Карпова мт.Дан.	100
посл.льва	Посл.Льва	100
посл.парф.юр	Посл.Парф.Юр.	100
посл.с.шаховского д.пожарскому	Посл.С.Шаховского Д.Пожарскому	100
посл.филоф	Посл.Филоф.	100
посл.ю.крижанича	Посл.Ю.Крижанича	100
послов.богд	Послов.Богд.	100
послов.л.майк	Послов.Л.Майк.	100
послов.п.г	Послов.П.Г.	100
послов.паус	Послов.Паус.	100
послов.богд	Послов.Богд.	100
послуж.сп.орд	Послужн.сп.Орд.	96
посоль ство толочанова	Посольство Толочанова	98
посольств.жир.-засекина	Посольство Жир.-Засекина	98
посольств.д.в.к.моск	no match	probability was too low
посольства леонтьева	Посольство Леонтьева	95
посольство барятинского	Посольство Барятинского	100
посольство басильчикова	no match	probability was too low
посольство брехова	Посольство Брехова	100
посольство васильчикова	Посольство Ваильчикова	98
посольство елчина	Посольство Елчина	100
посольство жир.–засекина	Посольство Жир.-Засекина	100
посольство жир.–засекина	Посольство Жир.-Засекина	100
посольство жир.–засекина	Посольство Жир.-Засекина	100
посольство жир.-3асекина	Посольство Жир.-Засекина	96
посольство жир.-засе кина	Посольство Жир.-Засекина	98
посольство жир.-засекина	Посольство Жир.-Засекина	100
посольство жир.засекина	Посольство Жир.-Засекина	98
посольство жир.–засекина	Посольство Жир.-Засекина	100
посольство жир.—засекина	Посольство Жир.-Засекина	100
посольство зве нигородского	Посольство Звенигородского	98
посольство звенигородского	Посольство Звенигородского	100
посольство звенигородского	Посольство Звенигородского	100
посольство леонтьева	Посольство Леонтьева	100
посольство мышецкого	Посольство Мышецкого	100
посольство тихан	Посольство Тихан.	100
посольство тиханова	no match	probability was too low
посольство толочанова	Посольство Толочанова	100
посольство тюфякина	Посольство Тюфякина	100
посольство тюфякнна	Посольство Тюфякина	95
посольство унков	Посольство Унков.	100
посольство шир.–засекина	Посольство Жир.-Засекина	96
посольство шир.-засекина	Посольство Жир.-Засекина	96
посольство.васильчикова	Посольство Ваильчикова	98
посошков.донош.ст.яворскому	Посошков.Донош.Ст.Яворскому	100
посошков.завещание	Посошков.Завещание	100
посошков.о ратн.пов	Посошков. О ратн.пов.	97
посошков.о скуд.и бог	Посошков. О скуд. и бог.	95
посошков.о скудн.и бог	no match	probability was too low
поссевин	Поссевин	100
пост.кн.вас.вел	Постн.кн.Вас.Вел.	97
постн.кн.вас.вел	Постн.кн.Вас.Вел.	100
постн.кн.вас.вел	Постн.кн.Вас.Вел.	100
постн.кн.вас.вел	Постн.кн.Вас.Вел.	100
постн.кн.вас.вел	Постн.кн.Вас.Вел.	100
постник.лет	Постник.лет.	100
постник.лет.(т.)	Постник.лет.	95
поуч.илар	Поуч.Илар.	100
поуч.ильи	Поуч.Ильи	100
поуч.конст.болг	no match	probability was too low
поуч.митр.фот	no match	probability was too low
поуч.серап.вл	no match	probability was too low
поуч.серапиона вл	Поуч.Серапиона Вл.	100
поуч.серапиона.вл	Поуч.Серапиона Вл.	100
поуч.феогн	Поуч.Феогн.	100
поуч.вс.крест	no match	probability was too low
поуч.из погод.сбор	no match	probability was too low
поуч.исп	no match	probability was too low
поуч.люб	Поуч.люб.	100
поуч.митр.дан	no match	probability was too low
поуч.митр.фот	no match	probability was too low
поуч.мон	no match	probability was too low
поуч.наказ	Поуч.наказ.	100
поуч.петра митр	no match	probability was too low
поуч.феогн	Поуч.Феогн.	100
пох.журн	Пох.журн.	100
пох.журн„	Пох.журн.	100
пох.журн	Пох.журн.	100
похв.богор	no match	probability was too low
похв.ив.калите	Похв.Ив.Калите	100
похв.онуфр.мин.чет.июн	no match	probability was too low
похв.симеону	Похв.Симеону	100
похв.сл.грамм	Похв.сл.грам.	96
похлѣбованье, похлѣбство.лекс.берынды	no match	probability was too low
пр.уст	Пр.Уст.ч.	95
пр.уст.ч	Пр.Уст.ч.	100
пр.уст.я	no match	probability was too low
пр.уст.1	Ж.Пр.Уст.1	95
пр.рус.(пр.)	no match	probability was too low
пр.уст.ч	Пр.Уст.ч.	100
правда рус (пр.)	Правда Рус. (пр.)	97
правда рус	Правда Рус. (К.)	95
правда рус.(кр.)	Правда Рус. (кр.)	97
правда рус.(пр.)	Правда Рус. (пр.)	97
правда рус.(кр.)	Правда Рус. (кр.)	97
правда рус.(пр.)	Правда Рус. (пр.)	97
правда русская (пр.)	no match	probability was too low
правила	Правила	100
правила,	Правила	100
правила	Правила	100
праздник каб	Праздник каб.	100
пред, старца	Пред.старца	96
пред.старца	Пред.старца	100
предисл, осмогл.пен	Предисл.осмогл.пен.	97
предисл.сим.послов	no match	probability was too low
предисл.о букв	Предисл. о букв.	97
предисл.осмогл.пен	Предисл.осмогл.пен.	100
предисл.осмогл.пен.1	Предисл.осмогл.пен.1	100
предисл.ур	Предисл.ур.	100
предисл.осмогл.пен	Предисл.осмогл.пен.	100
предисл.ур	Предисл.ур.	100
предсл.о букв	Предсл. о букв.	96
премудр.афин	Премудр.Афин.	100
прен.кор.вальд	no match	probability was too low
